Name,URL,Text
Branches & ATMs - Housing Bank,https://hbtf.com/en/branches?page=6,jala abu zahra amman - sweileh - prencess rayah bint al hussein st. - building no. 26 00962 6 5005555 ext. 4306 mosaeb al-assal amman - sahab - prince hassan st. building 24 00962 6 5005555 ext. 4315 mousa othman amman - abu alanda - asmaa bint salama street - near the abu hassan complex and the disi tanks 00962 6 5005555 ext. 4322 samer dababneh amman - al juwaideh - ma’daba st. - al_waleed building 31 00962 6 5005555 ext. 4025 adnan jarad amman - marj al hamam - nueran st. - dallah circle 00962 6 5005555 ext. 4336 maxeem mall jabal al hussein - - complex maxim mall - khalid bin al waleed street tariq internal 2 safeway souk aljumla alsakhra almushrfa- wholesale market complex -opposite to the crowne hotel airport gas station dhiban theban - next to the islamic bank - near the governante of theban district
Branches & ATMs - Housing Bank,https://hbtf.com/en/branches?page=7,"manal iwaij naour -al-shaheed neighborhood triangle ,in front of the bus stop 00962 6 5005555 ext. 4345 talal al-jabour amman- al-muwaqqar, near al shaheed sayel al khresha circle 00962 6 5005555 ext. 4033 zyad khouri amman - tela’ al ali - wasfi al tall st. - building no. 193 00962 6 5005555 ext. 4358 bilal almomani amman - sahab – king abdullah ii industrial city first gate 00962 6 5005555 ext. 4365 odai nassar amman - al baqa’a camp -jerusalem area - opposite salah al din mosque 00962 6 5005555 ext. 4372 al quba circle 2 irbid - prince hassan street - city center complex seventh circle - prince sumayeh street off airport road - near kfc amman -al muqableen -al hurria st.-building no.140 aleis tafila - martyrs' square - opposite to tafila technical university medical city st. king abdullah ii st. - near khalda circle - building no. 185"
Branches & ATMs - Housing Bank,https://hbtf.com/en/branches?page=8,"ma,in khashman amman - al muqableen - al hurria st. - building no. 140 00962 6 5005555 ext. 4893 mryat mula amman - bayader wadi alseer - husni sunober - building no. 58 - beside al sharkas mousque 00962 6 5005555 ext. 4396 monther al-momani irbid - al hashmi st. - near al hashmi mosque 00962 6 5005555 ext. 4927 omar al-shwaiat ajloun - alqalaa st. - opposite the municipal building 00962 2 6420230 ext. 4433 eyad abu al-rob al mafraq - king talal street 00962 6 5005555 ext. 4444 al-hashemiah - main street - near the municipality of al-hashemiah zarqa - sultan abdel hameed st. mahes circle mahes - mahes circle - south midan district the town of bani kenana - sama rousan intersection - opposite to bani kenana district alghor al safi ghor al safi - municipality of the southern jordan valley - opposite the civil consuming corporation"
Branches & ATMs - Housing Bank,https://hbtf.com/en/branches?page=9,"attallah neqresh jarash- wasfi al tall st. - qayrawan circle 00962 6 5005555 ext. 4448 tamer al-dababneh madaba, madaba educational directorate street, near the evangelical church 0096265005555 ext. 4971 sahem al-yasjeen deir alla village – opposite the jordanian electricity distribution company 00962 6 5005555 ext. 4466 ali al-taraireh zarqa - rusaifeh- king hussein st. - building no. 184 0096265005555 ext. 4477 tareq thyabat ramtha - down town - nasser al tallaq st. 00962 6 5005555 ext. 4486 abdoun park 2 amman - saa’d abdo shamout st. - opposite the fitness first mecca mall umm al-summaq - mecca mall complex - mecca street abdoun park- saa’d abdo shamout st. jomo gaz autostrade amman-zarqa highway - near military consumer corporation."
Branches & ATMs - Housing Bank,https://hbtf.com/en/branches?page=10,"rami al-dohni north shuna – main street near the nothern jordan valley magistrate court 0096265005555 ext. 4495 omar al-marahfeh south shouna- al salt st. - government depts. complex 00962 6 5005555 ext. 4504 mohammad bani hani deir abi saeed - king hussien st. 00962 6 5005555 ext. 4507 mahmoud hussein irbid - al huson - irbid amman st. 00962 6 5005555 ext. 4523 moustafa awwad zarqa - hiteen camp - king hussein st. - building no. 452 0096265005555 ext. 4536 yarmouk university irbid - yarmouk university - university street abdullah ghosheh karameh karameh, main street al-manhal circle aljubaiha - almanhal circle - lozi complex - yajouz street kufr yoba"
The Housing Bank for Trade and Finance - Housing Bank,https://hbtf.com/en#tab1,
The Housing Bank for Trade and Finance - Housing Bank,https://hbtf.com/en#tab3,
The Housing Bank for Trade and Finance - Housing Bank,https://hbtf.com/en#tab4,
The Housing Bank for Trade and Finance - Housing Bank,https://hbtf.com/en#tab5,
The Housing Bank for Trade and Finance - Housing Bank,https://hbtf.com/en#tab6,
Green Project Financing Program in cooperation with (EBRD) - Housing Bank,https://hbtf.com/en/apply-now-green-program/ebrd,
The Renewable Energy & green financing Program - Housing Bank,https://hbtf.com/en/corporate/green-program/renewable-energy,"the renewable energy & green financing program - housing bank the renewable energy & green financing program dedicated to offer suitable financing for green projects & renewable energy sector through the jordanian central bank this program is dedicated to offer suitable financing for green projects & renewable energy sector through the jordanian central bank directly at financing rates covers 100% of total financing. firms and companies working in all economic sectors except for trade & real estate sectors / individuals & company. targeted projects waste recycling projects water recycling projects water saving projects pollution prevention & control green & sustainable transport green technology green tourism protection & restoration of biodiversity green buildings* financing the projects inside amman: 1.00% + margin defined by the bank, at minimum of 3.75% financing the projects outside amman: 0.50% + margin defined by the bank, at minimum of 3.25% financing ceiling is up to 4.00 m. jods. repayment period is up to 10 years at maximum in terms of target industries within the program, including the grace period up to 2 years. loans can be repaid on monthly, quarterly, semiannual payments or one lot. objectives within renewable energy sector by financing renewable energy systems, in addition to financing green and environmentally friendly projects that aim to reduce carbon emissions or that are concerned with environmental sustainability, or any projects that achieve the concept of green and environmentally friendly projects or any other objectives which are acceptable to the central bank, except for the commercial and real estate sectors. green buildings* to apply for financing green building projects, one of the following certificates must be provided: the verification mechanism approved by the jordan national building council and the jordan green building guide reference system. breeam (building research establishment environmental assessment method) certification. leed (leadership in energy and environmental design) certification. edge (excellence in design for greater efficiencies) certification. gbel (green building evaluation label) certification (china three star)"
The Renewable Energy & green financing Program - Housing Bank,https://hbtf.com/en/apply-now-green-program/renewable-energy,
The Housing Bank for Trade and Finance - Housing Bank,https://hbtf.com/branches?ATMSearch%5Btitle%5D=&language=en,
The Housing Bank for Trade and Finance - Housing Bank,https://hbtf.com/branches#nav-profile-tab,
Iskan Mobile application campaign winners - Housing Bank,https://hbtf.com/en/iskan-mobile-application-winners,iskan mobile application campaign winners - housing bank iskan mobile application campaign winners learn more about iskan mobile application campaign iskan mobile application campaign winners for july / english gold lira (8 grams) bassam eid bikhtan khaza’leh al - mafraq ahmad ayed azzam al-adamat mahmoud ahmad ibrahim al-shobaki sarah mohammad ayed alyan al-mohtaseb issa mohammad abed al-rawashdeh ahmad rayeq mustafa al-daas al - balqa hasan ibrahim hasan al – ababneh al - tafileh mohammad kamal ali al ramamneh tareq abelhadi kamel al-hasan al - zarqa abbas abdelbari sanqour al jazaery iskan mobile application campaign winners for june / english gold lira (8 grams) marwa abedalkhaleq mohmmad al eimery musab mohammad mahmoud alhyari al- salt mahmoud khaled mahmoud alhanoti al - zarqa tareq mohammad ahmad melhem ahmad hasan abdulrahman al khateeb mohammad muzed mahmoud ahmad talal issa hasan naser al- zarqa ahmad mahmoud ahmad awad wafa’ khaled abbas shaqour al- zarqa mahmoud ali abdelfattah hayajneh iskan mobile application campaign winners for may / english gold lira (8 grams) bashar rasm khalil hourani buraq awad mahmoud mo'et abdelaziz mohammad merza al-kurdi yazan madallah mohammad al-habahbeh mohammad emad mohammad al-quda jamil jaser jamil ziad murad ibrahim mousa al-nawafleh oday zahran taleb badir ahmad ali mohammad salem dana essam awni qresh
The Housing Bank for Trade and Finance - Housing Bank,https://hbtf.com/en#nav-home0,
The Housing Bank for Trade and Finance - Housing Bank,https://hbtf.com/en#nav-home1,
The Housing Bank for Trade and Finance - Housing Bank,https://hbtf.com/en#nav-home2,
The Housing Bank for Trade and Finance - Housing Bank,https://hbtf.com/en#nav-home3,
The Housing Bank for Trade and Finance - Housing Bank,https://hbtf.com/en#nav-home4,
The Housing Bank for Trade and Finance - Housing Bank,https://hbtf.com/en#nav-home5,
Money Transfer - Housing Bank,https://hbtf.com/en/retail/transfer/money-transfer,"money transfer - housing bank many choices to make wire transfer and certified cheque issuing service in major currencies, in jordan and any place in the world offerby hbtf hbtf offers to you many choices to make wire transfer service in major currencies, in jordan and any place in the world. you can send your bank transfers through iskan mobile* iskan online* our all branches around the kingdom * when you make wire transfers through iskan mobile and iskan online, that's will be with preferential commissions, less than commissions deducted through our branches. advantages of hbtf money transfer service? wire transfers are usually executed maximum of two working days beginning from the date of issue. the wire transfer dates can be set dependent on client instructions. transfer funds within jordan are wired into the beneficiary's bank account on the same day of issuance using rtgs system. the beneficiary receives the incoming transfers from outside jordan upon its arrival, and from any of our branches around the kingdom. swift code: hbhojoax to assure you receive your payments on time and without any delay, please make sure the below information exists correctly in your payments ordering customer full name (minimum 3 parts) without any abbreviation ordering customer address (street name, building number, town, city, p.o.box) beneficiary's bank swift code should be correct beneficiary's iban should be a valid iban if the iban is applied in the beneficiary's bank country, otherwise, correct account number should be sent a clear purpose of the payment and preferably to use a purpose code from the list mentioned in hbtf bank portal) treasury and financial institution / financial institution / purpose code) beneficiary's full name (minimum 3 parts) without any abbreviation beneficiary's address (street name, building number, town, city, p.o.box) download and install iskan mobile app directly on your mobile phone by searching (hbtf mobile banking) either at the for your ios device or the faqs about money transfer & bank drafts"
Bank Cheques - Housing Bank,https://hbtf.com/en/retail/transfer/bank-draft,"bank cheques - housing bank bank cheques housing bank offers you a certified cheque issuing service in all major currencies. the certified cheque can be drawn against the accounts anywhere around the world at the correspondent banks own currency for exchange rate. housing bank offers a certified cheque issuing service in all major currencies. these certified cheques can be drawn against accounts worldwide, using the correspondent bank’s own currency and exchange rates. the customer acknowledges that if the bank closes their account and/or current accounts for any reason, the cheque(s) provided by the bank will become void. the customer will undertake to return them to the bank at the appropriate time in case the account is joint and managed by a single signature; then any partner in the account shall have the full power of dealing in the joint account and obtain all banking and electronic services and e-cards provided by the bank including the available electronic applications available by the bank and request a cheque book, issue, endorse, and deposit cheques in the account and conduct all banking operations even if the dealing was in favor of any of the account partners personally; and the partners in account approve that the authorized partner in the account and/or authorized of the e-banking service has the right to conduct transfer and/or any financial dealing from the joint account for his personal interest or for the interest of other partners in account or for the interest of a third party, and generally conduct all necessary banking operations via the joint account or any other method or mean and partners will be jointly committed towards the bank for any works and/or financial or bank dealings conducted by the other partner on the joint account and without bank bearing any liability the customer agrees that the bank can inform the central bank and other relevant authorities under the banking law of returned cheques withdrawn on their existing accounts with the bank and returned for any reason. the bank is authorized to disclose any data related to these accounts to any internal or external party, and this authorization is absolute, binding, and irrevocable. the instructions of the returned cheque unit apply to all partners in the joint account, regardless of their authority to sign for the account the customer agrees for the bank to inform the central bank and/or anybody it approves, as well as all the bodies it has the right to inform under the banking law, of returned cheques withdrawn by us on any of our existing accounts with the bank and returned for any reason, and we agree to the bank, despite what is stated in any law. or instructions or regulations to disclose any data related to our existing accounts with the bank to any internal or external party, and this authorization is considered absolute, binding, and irrevocable or reversible the customer agrees to a commission of 20 dinars for each cheque returned due to insufficient funds. this commission will be debited from the customer's account without an increase or decrease in commission. if there is no balance in the account, it will be disclosed, and the commission will be credited to the customer’s account, whether it is by a counter check or a clearing house withdrawals from current accounts may be conducted via for example, but not limited to cheques, transfer requests, payment orders, and/or official letters meeting all legal conditions, signed as per the customer’s written instructions to the bank once the bank agrees to provide the necessary cheque books and transfer requests, the customer accepts responsibility for any misuse, loss, or failure to preserve these forms, with the customer’s full knowledge and acknowledgment that cheques drawn on current accounts remain valid for disbursement in accordance with the law, banks, relevant instructions, and prevailing customs in the banking community the customer agrees only to use cheques issued on the bank’s approved forms. the customer also releases the bank from any responsibility that may result from its refusal to cash non-approved cheques. the customer pledges to preserve cheque books received from the bank and is responsible for any loss or damage arising from their use by fraud, error, theft, or loss. the customer must notify the bank if a cheque book is stolen or lost and acknowledges that objections to cashing a cheque must be based on a written request on the bank’s approved forms, and must be in accordance with the provisions of the relevant laws and instructions of the central bank the customer undertakes not to withdraw cheque(s) on any of their current accounts with the bank without sufficient balance. the customer also acknowledges the bank’s right to close their account and/or current accounts and include their names on the lists of customers with whom dealings with the bank have been suspended, and the lists of returned cheques at the central bank. the bank has the right to refrain from issuing any cheque books to these customers as long as their name(s) is/are included in the lists of clients suspended from dealing with the central bank faqs about transfers"
Direct debit entry authorization service  - Housing Bank,https://hbtf.com/en/direct-debit-entry-authorization-service,"direct debit entry authorization service - housing bank direct debit entry authorization service you can now benefit from the direct debit service through the (ach) system housing bank offers direct debit authorization services in collaboration with the central bank. this service enables individual customers to pay their monthly obligations to the companies they deal with. the process involves the debtor (individual) and the creditor (companies) agreeing and signing two copies of the direct debit authorization form. this form instructs the debtor’s bank to make specific monthly payments to the creditor. the debtor then submits their copy to their bank, which processes it through the ach system of their bank for acceptance or rejection. once accepted by the debtor's bank, the payments are automatically transferred on the due dates through the system, provided that there are sufficient funds in the debtor’s account to cover the monthly transfer amount. benefits: this service is an automated alternative to dealing with post-dated checks and cash payments: payments are deducted on a monthly basis this authorization is irrevocable and cannot be stopped except with the beneficiary's consent this authorization specifies both total and individual transaction amounts, as well as the start and end dates of the authorization to benefit from this service, the following conditions must be met: completion and signing: both parties (the payer and the beneficiary) must fill out and sign the direct debit authorization form after reviewing all its details and terms and conditions included. one copy of this form must then be submitted to the beneficiary’s bank monthly transfers: transfers under this service are made on a monthly basis only payer requirements: the payer must be an individual and of jordanian nationality beneficiary requirements: the beneficiary must be a merchant or company only signature requirement: both parties benefiting from the service (the payer and the beneficiary) must sign the form currency: the authorization currency is in jordanian dinars only. timing of authorization: when submitting the authorization to the beneficiary’s bank, the date of the first or last payment must be scheduled at least 10 working days from the start or end date of the authorization"
Utility Bill Payment - Housing Bank,https://hbtf.com/en/utility-bill-payment,"utility bill payment - housing bank use the bill payment authorization service and save yourself the hassle of visiting utilities & companies. by filling the authorization form, you allow the bank to pay your utility bills on your behalf this service is available through the following channels: iskan mobile application (from e-fawateercom tap) through our branches"
Iskan Young Branch - Housing Bank,https://hbtf.com/en/iskan-young-branch,"iskan young branch - housing bank iskan young branch from sat-thu 11:30 am - 6:00 pm apply now for mustaqbaly account iskan young branch we have designed our new iskan young branch in housing bank park for your children to have a unique digital banking experience! starting with the branch’s name and logo, with its design and facilities, all the way to the details we have taken into consideration to meet their needs and desires, and because we ensure that you enjoy the experience with your children, we provide: interactive and educational led screens banknote counter for your kids to count their savings before depositing them into the account an outdoor amphitheater for events and recreational games a banknote printing machine with designs that suit your kid’s age branch features and services opening a savings account, “mustaqbaly”, for children and young adults of up to 18 years old ability to issue debit cards for your children with their names on them issuing credit cards for parents auto saving service, “easy tawfeer”, for your children’s accounts and now, you must be excited to embark on this special banking experience with your children! visit us to enjoy your time at iskan young branch in abdoun’s housing bank park!"
Iskan Young App - Tutorial videos - Housing Bank,https://hbtf.com/en/iskan-young-tutorial-videos,iskan young app - tutorial videos - housing bank iskan young app - tutorial videos how to login to iskan young app for the first time how to open account for your kids on iskan young app
Download Iskan Young App - Housing Bank,https://hbtf.com/en/download-iskan-young,download iskan young app - housing bank download iskan young app app store play store
Iskan Young Card - Housing Bank,https://hbtf.com/retail/cards?slug=iskan-young-card,"iskan young card - housing bank enables you to meet your cash needs and personal purchases anytime you want the card enables you to meet your cash needs and personal purchases at numerous shops, restaurants, and hotels around the world, anytime you want. the amounts are deducted directly from your bank account. can be used for purchases at all merchants that accept payments via pos (point of sale) systems cash withdrawals available through over 210 atms owned by housing bank, up to 2,000 jod daily cash withdrawals available at all local and international atms contactless payment feature allows you to make purchases within specific limits without inserting your card or entering your pin, simply by tapping the card on pos or supported atms the card is automatically activated for online purchases. you may contact the bank at any time to change the spending limit or deactivate the service benefits that suit your lifestyle debit card with special designs and no monthly fees a variety of stickers specially designed for children secure card supported by a chip and pin code account activity monitoring via sms for all withdrawals and purchases 3d secure – otp for enhanced protection while shopping online with the regular visa card, you can subscribe to and benefit from the following digital services: iskan online service mersal – the sms notification service from housing bank access to 24/7 customer service via the iskan call center benefit from the"
Iskan Young Card - Housing Bank,https://hbtf.com/en/retail/cards/iskan-young-card,"iskan young card - housing bank enables you to meet your cash needs and personal purchases anytime you want the card enables you to meet your cash needs and personal purchases at numerous shops, restaurants, and hotels around the world, anytime you want. the amounts are deducted directly from your bank account. can be used for purchases at all merchants that accept payments via pos (point of sale) systems cash withdrawals available through over 210 atms owned by housing bank, up to 2,000 jod daily cash withdrawals available at all local and international atms contactless payment feature allows you to make purchases within specific limits without inserting your card or entering your pin, simply by tapping the card on pos or supported atms the card is automatically activated for online purchases. you may contact the bank at any time to change the spending limit or deactivate the service benefits that suit your lifestyle debit card with special designs and no monthly fees a variety of stickers specially designed for children secure card supported by a chip and pin code account activity monitoring via sms for all withdrawals and purchases 3d secure – otp for enhanced protection while shopping online with the regular visa card, you can subscribe to and benefit from the following digital services: iskan online service mersal – the sms notification service from housing bank access to 24/7 customer service via the iskan call center benefit from the"
RMs Iskan Plus - Housing Bank,https://hbtf.com/en/rm-iskan-plus,rms iskan plus - housing bank rms iskan plus ayat abu hazeem dyala abutahun medical city st. suha abu naser jabal alhusain ahmad aladawi north hashmi ashraf al kharabsheh sport city alanoud khleifat almutaz al majali amjed mdallal amjad atallah anwar alqudah ajlon khaled abueid khaleel al-fanatseh commercial complex dima halaseh rashed abuarqob abdullah ghosheh st. rami obeidat alramtha rafat hadoush al fuhais raid al hindawi al yarmouk zaidoun alkourdi baqaa branch zaina sahwneh al-abdali salem hazaimeh shefaa salameh sakher hijazi street thirty irbid abeer hajjij um othina ali alkhazaleh alnuzha ali berjawi ethaa ammar khalaifat ghadeer abuqashih fares al-khofash prince rashed suburb farah farhan farah abuzaid qusai ayasrah alashrfieh qusai alsalamat qais assaf maan qais faris majed azar al madineh almunawara mohammad ibrahim om alsoumaq mohammad khlefat wasfi altal mohammad abu-alineen mohammad abualhayja'a mohammad alsarayreh muta murad haddadin manal al-qawasmeh mohanned obeidat moead twalba mayyadah samour mais salameh tlaal ali nadia elholoul nour allouzi marj alhamam hadi ghannam heba alhourani hala al-mjali yara al itewi main branch yazan alsalti ras alain yazeed qatawneh
Branches & ATMs - Housing Bank,https://hbtf.com/en/branches?BranchSearch%5Blat%5D=31.9660646&BranchSearch%5Blng%5D=35.8930092&BranchSearch%5Btype%5D=Branch&BranchSearch%5Btitle%5D=&BranchSearch%5Bcity_id%5D=&BranchSearch%5Bbranch_services%5D=30&BranchSearch%5Bsort_param%5D=0,
Branches & ATMs - Housing Bank,https://hbtf.com/en/branches?BranchSearch%5Blat%5D=31.9660566&BranchSearch%5Blng%5D=35.8930506&BranchSearch%5Btype%5D=Branch&BranchSearch%5Btitle%5D=&BranchSearch%5Bcity_id%5D=&BranchSearch%5Bbranch_services%5D=30&BranchSearch%5Bsort_param%5D=0,
Housing Bank Launches 2025 Auto Loans Campaign with a Fixed Interest Rate Starting at 3.99% - Housing Bank,https://hbtf.com/en/news/auto-loans-campaign,"housing bank launches 2025 auto loans campaign with a fixed interest rate starting at 3.99% - housing bank housing bank launched its 2025 auto loans campaign, enabling its clients to obtain a loan on the go with fixed interest rates starting at 3.99%. the campaign reflects the bank’s ongoing commitment to offering innovative financial products that support clients in achieving their aspirations in owning vehicles of various types and models from any showroom or dealership across the kingdom, with ease and convenience. in addition to enhancing the overall banking experience, this initiative aims to stimulate the local automotive market and boost purchasing activity. the campaign introduces a range of attractive financing solutions, offering loans of up to jod 150,000 at competitive fixed interest rates, with flexible repayment periods of up to 96 months. running until 31st december 2025, the campaign simplifies loan application through easy procedures, same-day approvals, and a wide array of added benefits. loan applications can be submitted electronically via the bank’s official website, iskan mobile app, iskan online service, or through iskan 24/7 call center. this campaign is part of housing bank’s ongoing efforts to launch diverse initiatives that reflect its client-centric approach to financing. it embodies the bank’s commitment to offering tailored solutions that meet a wide range of financial needs. these initiatives include digital campaigns, which enable customers to apply for loans electronically, as well as in-branch campaigns, where clients can receive personalized consultations and explore available offers, empowering them to make informed financial decisions and submit applications in person."
"Housing Bank Launches Its Personal & Housing Loan (2X1) Campaign 2024, Featuring Competitive Interest Rates and Exceptional Benefits - Housing Bank",https://hbtf.com/en/news/launches-personal-housing-loan,"housing bank launches its personal & housing loan (2x1) campaign 2024, featuring competitive interest rates and exceptional benefits - housing bank housing bank recently launched its personal & housing loan (2x1) campaign 2024, which aims to make the dream of owning a home more accessible for both existing and new clients. this campaign not only helps clients to fulfill their personal needs but also offers competitive interest rates, exceptional benefits, and flexible terms for financing. based on the bank's approved classification, the bank offers housing financing to current and new clients, including public sector employees and companies. clients can receive up to 100% of the property's estimated value with an interest rate starting from 8%. additionally, personal financing of up to jod70,000 is available with an interest rate starting from 7.35%. the loans come with a grace period of up to six months and long repayment periods of up to 30 years for residential loans and eight years for personal loans. clients will also benefit from exemptions from various commissions and fees. by offering a home loan combined with a personal loan offering, which will be vaild until june 30, 2024, housing bank is enriching the market with unique banking products, particularly in the lending sector. these products help clients to achieve their social goals and aspirations. it is worth noting that this campaign is just one of the many diverse campaigns constantly launched by housing bank. targeted at all customer segments, it embodies the bank's strategy to provide innovative solutions that enhance customer experience and maintain its leading position as a trusted partner for clients in various aspects of their lives."
Housing Bank Launches its 2023 Auto Loans Campaign “Your Loan is 10/10 ” with Various Features - Housing Bank,https://hbtf.com/en/news/launches-its-2023-auto-loans,"housing bank launches its 2023 auto loans campaign “your loan is 10/10 ” with various features - housing bank housing bank recently unveiled its auto loan campaign for 2023, called ""your loan is 10/10"", to help customers obtain the car of their dreams. the promotion allows funding of up to 100% of the car's value, with a maximum loan amount of jod150,000, easy terms, long financing and repayment periods, and a flexible grace period. additionally, it offers many benefits based on cashback rewards, such as comprehensive insurance fees, electricity bills for electric cars, and distinctive plates. during the period between june 11 to 30, the bank is providing customers a chance to select products and services that suit their needs and requirements. this offer includes financing any type of vehicle, including electric, hybrid, and conventional petrol models from 2020 and later, available in showrooms and agencies across all governorates of the kingdom. housing bank is considered one of the banks committed to supporting the transition towards a sustainable economy and aims to encourage investment in environmentally friendly electric cars. for a period of one year, it guarantees to pay the monthly electricity bill with a maximum of jod30 per month as cashback if customers pay their installment using efawateercom service via the iskan mobile application. this campaign is an extension of previous campaigns that the housing bank is eager to launch in order to provide financing solutions to keep pace with customers’ needs, making it easier to manage their lives and constantly enriching their experience."
"Housing Bank Launches ""Mustaqbaly"", a 2025 Rewards Campaign for Savings Accounts - Housing Bank",https://hbtf.com/en/news/mustaqbali-rewards-campaign,"housing bank launches ""mustaqbaly"", a 2025 rewards campaign for savings accounts - housing bank housing bank has unveiled its 2025 savings account rewards campaign, ‘mustaqbaly’, specifically designed for savers under the age of 18. this campaign offers the chance to win both cash and in-kind prizes through monthly, quarterly, and semi-annual draws, in addition to the end-of-year sweepstakes for the grand prize. every month, the bank will award 250 jod to 10 lucky winners, whereas quarterly prizes will include in-kind rewards such as gaming laptops for 5 winners in march and ipads for 5 winners in september. additionally, the semi-annual draws will offer educational grants of 2,500 jod each to 5 winners, while the grand draw at the end of the year will award educational grants of 5,000 jod each to 5 winners. this campaign aims to foster a culture of saving from a young age, encouraging children and youth to view saving as an essential part of their financial future. it offers a banking experience that combines planning for future goals with the added incentive of rewards and benefits associated with the mustaqbaly savings account, which is tailored to the specific needs of young generations. mustaqbaly is distinguished by its periodic benefits, visa cards issued in the name of the account holder, and exemption from low balance fees, in addition, it allows for easy access to advanced banking services through the iskan young interactive branch for customers aged 7-17 or the iskan young app for smartphones, offering a comprehensive and modern banking experience. to participate in the campaign, clients simply need to start saving, maintain their balances, and feed their accounts throughout the campaign period."
Housing Bank Launches “You’re The Winner” Campaign with Mustaqbaly Savings Account - Housing Bank,https://hbtf.com/en/news/launches-mustaqbaly-campaign,"housing bank launches “you’re the winner” campaign with mustaqbaly savings account - housing bank housing bank has launched a new campaign “you’re the winner” for its mustqbaly savings account program for the clients under the age of 18,"" which includes weekly, monthly, and quarterly prizes, in addition to major year-end prizes ranging from gifts to cash prizes to cover the educational expenses of the winners. through this campaign, the bank is offering 10 smartwatches to 10 weekly winners, 10 (playstation 5) to 10 monthly winners, in addition to 5 ipad devices to 5 winners each quarter. in addition to that, at the end of the year, 5 winners will receive the grand prize, which includes coverage of education fees amounting to 4,000 jod each. this campaign aims to promote a culture of saving to ensure a stable financial life through responsible planning. it rewards savers in the savings account and encourages the others to manage their finances effectively. to qualify for the campaign's prizes and increase chances of winning, mustqbaly clients must maintain the minimum required balance in their accounts and to feed their accounts. the campaign will continue until the end of the year. the mustqbaly savings account offers a wide range of benefits, including periodic interest, the ability to issue visa debit card, as well as access to electronic banking services and exemption from low balance commission. customers under the age of 18 also enjoy exclusive services at housing bank, with a specialized “iskan young” branch dedicated to their specific needs. “iskan young” provides its young customers with an interactive banking experience, combining banking services and financial awareness services with engaging entertainment activities and features."
Housing Bank Holds an Event for its Customers at the Iskan Young Branch - Housing Bank,https://hbtf.com/en/news/iskan-young-entertainment-event,"housing bank holds an event for its customers at the iskan young branch - housing bank housing bank hosted an event that brought together many of its junior customers along with their families at the iskan young branch, in its new location at the housing bank garden in abdoun. this branch is distinguished by its modern and interactive character, simulating digital transformation in its designs, equipment, services, and products. it targets the age group between 7 and 17 years old, aiming to provide an integrated and digitally interactive banking experience. the event featured several activities aimed at introducing the kingdom’s and the arab world’s first iskan young branch, which was established in 1993 with the goal of being a lifelong partner to its customers at every stage of life. this particular branch consists of indoor sections outfitted with interactive and entertaining digital screens, tablets, robots, stands, and outdoor activities to provide young customers with a fun, immersive banking experience that meets their needs and goals. moreover, the event included educational activities to develop banking financial knowledge and skills, creating economically literate youth who are able to easily conduct banking transactions. it also included entertainment and competitions, concluding with the presentation of monetary vouchers to winners to deposit in their mustaqbaly savings accounts, to educate them about the practical mechanisms of conducting financial transactions, such as opening an account and depositing funds, to qualify for the weekly, monthly, and major account prize draws. it is noteworthy that housing bank offers mustaqbaly, a unique savings account, as one of the most essential services offered by the bank to individuals under the age of 18. it allows savers to have an efficient tool to protect their financial future and enjoy the benefits of the account, such as the direct payment card and periodic interests while making use of the many electronic services available."
The Housing Bank for Trade and Finance - Housing Bank,https://hbtf.com/branches?BranchSearch%5Blat%5D=&BranchSearch%5Blng%5D=&BranchSearch%5Btype%5D=Branch&BranchSearch%5Btitle%5D=&BranchSearch%5Bcity_id%5D=&BranchSearch%5Bbranch_services%5D=37&BranchSearch%5Bsort_param%5D=0,"samer tabaza amman, marka, king abdullah st. , building no. 347 00962 6 5005555"
Special Discounts - Housing Bank,https://hbtf.com/en/iskan-gain/special-discounts,special discounts - housing bank select from the categories below gifts & more fine jewelry car services sort by name: descending ascending studio nabil nasr 12% belmio 15% & 30% lune coffee majnoun zaatar wings master - amman mr classic furniture
Instant Discounts - Housing Bank,https://hbtf.com/en/iskan-gain/instant-discounts,instant discounts - housing bank select from the categories below sort by name: descending ascending haider murad & sons group darwish electronics 3% azul pastry trusty group friends café this program is in collaboration with du save
Join our discount program - Housing Bank,https://hbtf.com/en/join-merchant,join our discount program - housing bank join our discount program are you a business owner and you want to join our discount program? kindly fill the form below merchant name / company name select one of the below programs select discount program iskan gain credit cards installment program percentage choose installment period select have ni pos? have a business account at hbtf?
The Abdali Boulevard Hotel - Housing Bank,https://hbtf.com/en/the-abdali-boulevard,"the abdali boulevard hotel - housing bank 20 jd per person pool entrance fees all summer season instead of the regular rate of 25 jd. 50 jd monthly gym membership instead of 90 jd. the price does not include swimming pool memberships. 10% off on total food & beverage bill at habib beirut restaurant and café italia, excluding taxes, service and other charges. shisha not included. 10% off on total food & beverage bill at lounge at seven. shisha not included. 10% off the flexible room rate. complimentary upgrade to next room category (subject to availability). the dining discount is offered for 1 person and up to 4 persons maximum on the same table, and splitting checks is not permitted. the dining discount is applicable on food and beverages, excluding taxes, service, and other charges. the promotion is not valid if the bill is settled by another card or by any other mode of payment. offer not valid on blackout dates and holidays. cannot be combined with any offers, discounts, or memberships. discover more special discounts"
